date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,stage
1930-07-13,Belgium,United States,0.0,3.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 4
1930-07-13,France,Mexico,4.0,1.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1
1930-07-14,Brazil,Serbia,1.0,2.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 2
1930-07-14,Peru,Romania,1.0,3.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 3
1930-07-15,Argentina,France,1.0,0.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1
1930-07-16,Chile,Mexico,3.0,0.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1
1930-07-17,Bolivia,Serbia,0.0,4.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 2
1930-07-17,Paraguay,United States,0.0,3.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 4
1930-07-18,Uruguay,Peru,1.0,0.0,FIFA World Cup,Montevideo,Uruguay,False,1930,Group 3
1930-07-19,Argentina,Mexico,6.0,3.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1
1930-07-19,Chile,France,1.0,0.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1
1930-07-20,Belgium,Paraguay,0.0,1.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 4
1930-07-20,Bolivia,Brazil,0.0,4.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 2
1930-07-21,Uruguay,Romania,4.0,0.0,FIFA World Cup,Montevideo,Uruguay,False,1930,Group 3
1930-07-22,Argentina,Chile,3.0,1.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1
1930-07-26,Argentina,United States,6.0,1.0,FIFA World Cup,Montevideo,Uruguay,True,1930,Semi-finals
1930-07-27,Uruguay,Serbia,6.0,1.0,FIFA World Cup,Montevideo,Uruguay,False,1930,Semi-finals
1930-07-30,Uruguay,Argentina,4.0,2.0,FIFA World Cup,Montevideo,Uruguay,False,1930,Final
1934-05-27,Argentina,Sweden,2.0,3.0,FIFA World Cup,Bologna,Italy,True,1934,Preliminary round
1934-05-27,Austria,France,3.0,2.0,FIFA World Cup,Turin,Italy,True,1934,Preliminary round
1934-05-27,Belgium,Germany,2.0,5.0,FIFA World Cup,Florence,Italy,True,1934,Preliminary round
1934-05-27,Brazil,Spain,1.0,3.0,FIFA World Cup,Genoa,Italy,True,1934,Preliminary round
1934-05-27,Czech Republic,Romania,2.0,1.0,FIFA World Cup,Trieste,Italy,True,1934,Preliminary round
1934-05-27,Egypt,Hungary,2.0,4.0,FIFA World Cup,Naples,Italy,True,1934,Preliminary round
1934-05-27,Italy,United States,7.0,1.0,FIFA World Cup,Rome,Italy,False,1934,Preliminary round
1934-05-27,Netherlands,Switzerland,2.0,3.0,FIFA World Cup,Milan,Italy,True,1934,Preliminary round
1934-05-31,Austria,Hungary,2.0,1.0,FIFA World Cup,Bologna,Italy,True,1934,Quarter-finals
1934-05-31,Czech Republic,Switzerland,3.0,2.0,FIFA World Cup,Turin,Italy,True,1934,Quarter-finals
1934-05-31,Germany,Sweden,2.0,1.0,FIFA World Cup,Milan,Italy,True,1934,Quarter-finals
1934-05-31,Italy,Spain,1.0,1.0,FIFA World Cup,Florence,Italy,False,1934,Quarter-finals
1934-06-01,Italy,Spain,1.0,0.0,FIFA World Cup,Florence,Italy,False,1934,Quarter-finals
1934-06-03,Czech Republic,Germany,3.0,1.0,FIFA World Cup,Rome,Italy,True,1934,Semi-finals
1934-06-03,Italy,Austria,1.0,0.0,FIFA World Cup,Milan,Italy,False,1934,Semi-finals
1934-06-07,Austria,Germany,2.0,3.0,FIFA World Cup,Naples,Italy,True,1934,Match for third place
1934-06-10,Italy,Czech Republic,2.0,1.0,FIFA World Cup,Rome,Italy,False,1934,Final
1938-06-04,Germany,Switzerland,1.0,1.0,FIFA World Cup,Paris,France,True,1938,First round
1938-06-05,Brazil,Poland,6.0,5.0,FIFA World Cup,Strasbourg,France,True,1938,First round
1938-06-05,Cuba,Romania,3.0,3.0,FIFA World Cup,Toulouse,France,True,1938,First round
1938-06-05,Czech Republic,Netherlands,3.0,0.0,FIFA World Cup,Le Havre,France,True,1938,First round
1938-06-05,France,Belgium,3.0,1.0,FIFA World Cup,Colombes,France,False,1938,First round
1938-06-05,Hungary,Indonesia,6.0,0.0,FIFA World Cup,Reims,France,True,1938,First round
1938-06-05,Italy,Norway,2.0,1.0,FIFA World Cup,Marseille,France,True,1938,First round
1938-06-09,Cuba,Romania,2.0,1.0,FIFA World Cup,Toulouse,France,True,1938,First round
1938-06-09,Germany,Switzerland,2.0,4.0,FIFA World Cup,Paris,France,True,1938,First round
1938-06-12,Brazil,Czech Republic,1.0,1.0,FIFA World Cup,Bordeaux,France,True,1938,Quarter-finals
1938-06-12,Cuba,Sweden,0.0,8.0,FIFA World Cup,Antibes,France,True,1938,Quarter-finals
1938-06-12,France,Italy,1.0,3.0,FIFA World Cup,Colombes,France,False,1938,Quarter-finals
1938-06-12,Hungary,Switzerland,2.0,0.0,FIFA World Cup,Lille,France,True,1938,Quarter-finals
1938-06-14,Brazil,Czech Republic,2.0,1.0,FIFA World Cup,Bordeaux,France,True,1938,Quarter-finals
1938-06-16,Brazil,Italy,1.0,2.0,FIFA World Cup,Marseille,France,True,1938,Semi-finals
1938-06-16,Hungary,Sweden,5.0,1.0,FIFA World Cup,Paris,France,True,1938,Semi-finals
1938-06-19,Brazil,Sweden,4.0,2.0,FIFA World Cup,Bordeaux,France,True,1938,Match for third place
1938-06-19,Hungary,Italy,2.0,4.0,FIFA World Cup,Colombes,France,True,1938,Final
1950-06-24,Brazil,Mexico,4.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950,Group 1
1950-06-25,Chile,England,0.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,True,1950,Group 2
1950-06-25,Italy,Sweden,2.0,3.0,FIFA World Cup,São Paulo,Brazil,True,1950,Group 3
1950-06-25,Spain,United States,3.0,1.0,FIFA World Cup,Curitiba,Brazil,True,1950,Group 2
1950-06-25,Switzerland,Serbia,0.0,3.0,FIFA World Cup,Belo Horizonte,Brazil,True,1950,Group 1
1950-06-28,Brazil,Switzerland,2.0,2.0,FIFA World Cup,São Paulo,Brazil,False,1950,Group 1
1950-06-28,Mexico,Serbia,1.0,4.0,FIFA World Cup,Porto Alegre,Brazil,True,1950,Group 1
1950-06-29,Chile,Spain,0.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,True,1950,Group 2
1950-06-29,England,United States,0.0,1.0,FIFA World Cup,Belo Horizonte,Brazil,True,1950,Group 2
1950-06-29,Paraguay,Sweden,2.0,2.0,FIFA World Cup,Curitiba,Brazil,True,1950,Group 3
1950-07-01,Brazil,Serbia,2.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950,Group 1
1950-07-02,Bolivia,Uruguay,0.0,8.0,FIFA World Cup,Belo Horizonte,Brazil,True,1950,Group 4
1950-07-02,Chile,United States,5.0,2.0,FIFA World Cup,Recife,Brazil,True,1950,Group 2
1950-07-02,England,Spain,0.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,True,1950,Group 2
1950-07-02,Italy,Paraguay,2.0,0.0,FIFA World Cup,São Paulo,Brazil,True,1950,Group 3
1950-07-02,Mexico,Switzerland,1.0,2.0,FIFA World Cup,Porto Alegre,Brazil,True,1950,Group 1
1950-07-09,Brazil,Sweden,7.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950,Group 6
1950-07-09,Spain,Uruguay,2.0,2.0,FIFA World Cup,São Paulo,Brazil,True,1950,Group 6
1950-07-13,Brazil,Spain,6.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950,Group 6
1950-07-13,Sweden,Uruguay,2.0,3.0,FIFA World Cup,São Paulo,Brazil,True,1950,Group 6
1950-07-16,Brazil,Uruguay,1.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950,Group 6
1950-07-16,Spain,Sweden,1.0,3.0,FIFA World Cup,São Paulo,Brazil,True,1950,Group 6
1954-06-16,Austria,Scotland,1.0,0.0,FIFA World Cup,Zürich,Switzerland,True,1954,Group 3
1954-06-16,Brazil,Mexico,5.0,0.0,FIFA World Cup,Geneva,Switzerland,True,1954,Group 1
1954-06-16,Czech Republic,Uruguay,0.0,2.0,FIFA World Cup,Bern,Switzerland,True,1954,Group 3
1954-06-16,France,Serbia,0.0,1.0,FIFA World Cup,Lausanne,Switzerland,True,1954,Group 1
1954-06-17,Belgium,England,4.0,4.0,FIFA World Cup,Basel,Switzerland,True,1954,Group 4
1954-06-17,Germany,Turkey,4.0,1.0,FIFA World Cup,Bern,Switzerland,True,1954,Group 2
1954-06-17,Hungary,South Korea,9.0,0.0,FIFA World Cup,Zürich,Switzerland,True,1954,Group 2
1954-06-17,Switzerland,Italy,2.0,1.0,FIFA World Cup,Lausanne,Switzerland,False,1954,Group 4
1954-06-19,Austria,Czech Republic,5.0,0.0,FIFA World Cup,Zürich,Switzerland,True,1954,Group 3
1954-06-19,Brazil,Serbia,1.0,1.0,FIFA World Cup,Lausanne,Switzerland,True,1954,Group 1
1954-06-19,France,Mexico,3.0,2.0,FIFA World Cup,Geneva,Switzerland,True,1954,Group 1
1954-06-19,Scotland,Uruguay,0.0,7.0,FIFA World Cup,Basel,Switzerland,True,1954,Group 3
1954-06-20,Belgium,Italy,1.0,4.0,FIFA World Cup,Lugano,Switzerland,True,1954,Group 4
1954-06-20,Germany,Hungary,3.0,8.0,FIFA World Cup,Basel,Switzerland,True,1954,Group 2
1954-06-20,South Korea,Turkey,0.0,7.0,FIFA World Cup,Geneva,Switzerland,True,1954,Group 2
1954-06-20,Switzerland,England,0.0,2.0,FIFA World Cup,Bern,Switzerland,False,1954,Group 4
1954-06-23,Germany,Turkey,7.0,2.0,FIFA World Cup,Zürich,Switzerland,True,1954,Group 2
1954-06-23,Switzerland,Italy,4.0,1.0,FIFA World Cup,Basel,Switzerland,False,1954,Group 4
1954-06-26,England,Uruguay,2.0,4.0,FIFA World Cup,Basel,Switzerland,True,1954,Quarter-finals
1954-06-26,Switzerland,Austria,5.0,7.0,FIFA World Cup,Lausanne,Switzerland,False,1954,Quarter-finals
1954-06-27,Brazil,Hungary,2.0,4.0,FIFA World Cup,Bern,Switzerland,True,1954,Quarter-finals
1954-06-27,Germany,Serbia,2.0,0.0,FIFA World Cup,Geneva,Switzerland,True,1954,Quarter-finals
1954-06-30,Austria,Germany,1.0,6.0,FIFA World Cup,Basel,Switzerland,True,1954,Semi-finals
1954-06-30,Hungary,Uruguay,4.0,2.0,FIFA World Cup,Lausanne,Switzerland,True,1954,Semi-finals
1954-07-03,Austria,Uruguay,3.0,1.0,FIFA World Cup,Zürich,Switzerland,True,1954,Match for third place
1954-07-04,Germany,Hungary,3.0,2.0,FIFA World Cup,Bern,Switzerland,True,1954,Final
1958-06-08,Argentina,Germany,1.0,3.0,FIFA World Cup,Malmö,Sweden,True,1958,Group 1
1958-06-08,Austria,Brazil,0.0,3.0,FIFA World Cup,Uddevalla,Sweden,True,1958,Group 4
1958-06-08,Czech Republic,Northern Ireland,0.0,1.0,FIFA World Cup,Halmstad,Sweden,True,1958,Group 1
1958-06-08,England,Russia,2.0,2.0,FIFA World Cup,Gothenburg,Sweden,True,1958,Group 4
1958-06-08,France,Paraguay,7.0,3.0,FIFA World Cup,Norrköping,Sweden,True,1958,Group 2
1958-06-08,Hungary,Wales,1.0,1.0,FIFA World Cup,Sandviken,Sweden,True,1958,Group 3
1958-06-08,Scotland,Serbia,1.0,1.0,FIFA World Cup,Västerås,Sweden,True,1958,Group 2
1958-06-08,Sweden,Mexico,3.0,0.0,FIFA World Cup,Solna,Sweden,False,1958,Group 3
1958-06-11,Argentina,Northern Ireland,3.0,1.0,FIFA World Cup,Halmstad,Sweden,True,1958,Group 1
1958-06-11,Austria,Russia,0.0,2.0,FIFA World Cup,Borås,Sweden,True,1958,Group 4
1958-06-11,Brazil,England,0.0,0.0,FIFA World Cup,Gothenburg,Sweden,True,1958,Group 4
1958-06-11,Czech Republic,Germany,2.0,2.0,FIFA World Cup,Helsingborg,Sweden,True,1958,Group 1
1958-06-11,France,Serbia,2.0,3.0,FIFA World Cup,Västerås,Sweden,True,1958,Group 2
1958-06-11,Mexico,Wales,1.0,1.0,FIFA World Cup,Solna,Sweden,True,1958,Group 3
1958-06-11,Paraguay,Scotland,3.0,2.0,FIFA World Cup,Norrköping,Sweden,True,1958,Group 2
1958-06-12,Sweden,Hungary,2.0,1.0,FIFA World Cup,Solna,Sweden,False,1958,Group 3
1958-06-15,Argentina,Czech Republic,1.0,6.0,FIFA World Cup,Helsingborg,Sweden,True,1958,Group 1
1958-06-15,Austria,England,2.0,2.0,FIFA World Cup,Borås,Sweden,True,1958,Group 4
1958-06-15,Brazil,Russia,2.0,0.0,FIFA World Cup,Gothenburg,Sweden,True,1958,Group 4
1958-06-15,France,Scotland,2.0,1.0,FIFA World Cup,Örebro,Sweden,True,1958,Group 2
1958-06-15,Germany,Northern Ireland,2.0,2.0,FIFA World Cup,Malmö,Sweden,True,1958,Group 1
1958-06-15,Hungary,Mexico,4.0,0.0,FIFA World Cup,Sandviken,Sweden,True,1958,Group 3
1958-06-15,Paraguay,Serbia,3.0,3.0,FIFA World Cup,Eskilstuna,Sweden,True,1958,Group 2
1958-06-15,Sweden,Wales,0.0,0.0,FIFA World Cup,Solna,Sweden,False,1958,Group 3
1958-06-17,Czech Republic,Northern Ireland,1.0,2.0,FIFA World Cup,Malmö,Sweden,True,1958,Group 1
1958-06-17,England,Russia,0.0,1.0,FIFA World Cup,Gothenburg,Sweden,True,1958,Group 4
1958-06-17,Hungary,Wales,1.0,2.0,FIFA World Cup,Solna,Sweden,True,1958,Group 3
1958-06-19,Brazil,Wales,1.0,0.0,FIFA World Cup,Gothenburg,Sweden,True,1958,Quarter-finals
1958-06-19,France,Northern Ireland,4.0,0.0,FIFA World Cup,Norrköping,Sweden,True,1958,Quarter-finals
1958-06-19,Germany,Serbia,1.0,0.0,FIFA World Cup,Malmö,Sweden,True,1958,Quarter-finals
1958-06-19,Sweden,Russia,2.0,0.0,FIFA World Cup,Solna,Sweden,False,1958,Quarter-finals
1958-06-24,Brazil,France,5.0,2.0,FIFA World Cup,Solna,Sweden,True,1958,Semi-finals
1958-06-24,Sweden,Germany,3.0,1.0,FIFA World Cup,Gothenburg,Sweden,False,1958,Semi-finals
1958-06-28,France,Germany,6.0,3.0,FIFA World Cup,Gothenburg,Sweden,True,1958,Match for third place
1958-06-29,Sweden,Brazil,2.0,5.0,FIFA World Cup,Solna,Sweden,False,1958,Final
1962-05-30,Argentina,Bulgaria,1.0,0.0,FIFA World Cup,Rancagua,Chile,True,1962,Group 4
1962-05-30,Brazil,Mexico,2.0,0.0,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3
1962-05-30,Chile,Switzerland,3.0,1.0,FIFA World Cup,Santiago,Chile,False,1962,Group 2
1962-05-30,Colombia,Uruguay,1.0,2.0,FIFA World Cup,Arica,Chile,True,1962,Group 1
1962-05-31,Czech Republic,Spain,1.0,0.0,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3
1962-05-31,England,Hungary,1.0,2.0,FIFA World Cup,Rancagua,Chile,True,1962,Group 4
1962-05-31,Germany,Italy,0.0,0.0,FIFA World Cup,Santiago,Chile,True,1962,Group 2
1962-05-31,Russia,Serbia,2.0,0.0,FIFA World Cup,Arica,Chile,True,1962,Group 1
1962-06-02,Argentina,England,1.0,3.0,FIFA World Cup,Rancagua,Chile,True,1962,Group 4
1962-06-02,Brazil,Czech Republic,0.0,0.0,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3
1962-06-02,Chile,Italy,2.0,0.0,FIFA World Cup,Santiago,Chile,False,1962,Group 2
1962-06-02,Uruguay,Serbia,1.0,3.0,FIFA World Cup,Arica,Chile,True,1962,Group 1
1962-06-03,Bulgaria,Hungary,1.0,6.0,FIFA World Cup,Rancagua,Chile,True,1962,Group 4
1962-06-03,Colombia,Russia,4.0,4.0,FIFA World Cup,Arica,Chile,True,1962,Group 1
1962-06-03,Germany,Switzerland,2.0,1.0,FIFA World Cup,Santiago,Chile,True,1962,Group 2
1962-06-03,Mexico,Spain,0.0,1.0,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3
1962-06-06,Argentina,Hungary,0.0,0.0,FIFA World Cup,Rancagua,Chile,True,1962,Group 4
1962-06-06,Brazil,Spain,2.0,1.0,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3
1962-06-06,Chile,Germany,0.0,2.0,FIFA World Cup,Santiago,Chile,False,1962,Group 2
1962-06-06,Russia,Uruguay,2.0,1.0,FIFA World Cup,Arica,Chile,True,1962,Group 1
1962-06-07,Bulgaria,England,0.0,0.0,FIFA World Cup,Rancagua,Chile,True,1962,Group 4
1962-06-07,Colombia,Serbia,0.0,5.0,FIFA World Cup,Arica,Chile,True,1962,Group 1
1962-06-07,Czech Republic,Mexico,1.0,3.0,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3
1962-06-07,Italy,Switzerland,3.0,0.0,FIFA World Cup,Santiago,Chile,True,1962,Group 2
1962-06-10,Brazil,England,3.0,1.0,FIFA World Cup,Viña del Mar,Chile,True,1962,Quarter-finals
1962-06-10,Chile,Russia,2.0,1.0,FIFA World Cup,Arica,Chile,False,1962,Quarter-finals
1962-06-10,Czech Republic,Hungary,1.0,0.0,FIFA World Cup,Rancagua,Chile,True,1962,Quarter-finals
1962-06-10,Germany,Serbia,0.0,1.0,FIFA World Cup,Santiago,Chile,True,1962,Quarter-finals
1962-06-13,Chile,Brazil,2.0,4.0,FIFA World Cup,Santiago,Chile,False,1962,Semi-finals
1962-06-13,Czech Republic,Serbia,3.0,1.0,FIFA World Cup,Viña del Mar,Chile,True,1962,Semi-finals
1962-06-16,Chile,Serbia,1.0,0.0,FIFA World Cup,Santiago,Chile,False,1962,Match for third place
1962-06-17,Brazil,Czech Republic,3.0,1.0,FIFA World Cup,Santiago,Chile,True,1962,Final
1966-07-11,England,Uruguay,0.0,0.0,FIFA World Cup,London,England,False,1966,Group 1
1966-07-12,Brazil,Bulgaria,2.0,0.0,FIFA World Cup,Liverpool,England,True,1966,Group 3
1966-07-12,Germany,Switzerland,5.0,0.0,FIFA World Cup,Sheffield,England,True,1966,Group 2
1966-07-12,North Korea,Russia,0.0,3.0,FIFA World Cup,Middlesbrough,England,True,1966,Group 4
1966-07-13,Argentina,Spain,2.0,1.0,FIFA World Cup,Birmingham,England,True,1966,Group 2
1966-07-13,Chile,Italy,0.0,2.0,FIFA World Cup,Sunderland,England,True,1966,Group 4
1966-07-13,France,Mexico,1.0,1.0,FIFA World Cup,London,England,True,1966,Group 1
1966-07-13,Hungary,Portugal,1.0,3.0,FIFA World Cup,Manchester,England,True,1966,Group 3
1966-07-15,Brazil,Hungary,1.0,3.0,FIFA World Cup,Liverpool,England,True,1966,Group 3
1966-07-15,Chile,North Korea,1.0,1.0,FIFA World Cup,Middlesbrough,England,True,1966,Group 4
1966-07-15,France,Uruguay,1.0,2.0,FIFA World Cup,London,England,True,1966,Group 1
1966-07-15,Spain,Switzerland,2.0,1.0,FIFA World Cup,Sheffield,England,True,1966,Group 2
1966-07-16,Argentina,Germany,0.0,0.0,FIFA World Cup,Birmingham,England,True,1966,Group 2
1966-07-16,Bulgaria,Portugal,0.0,3.0,FIFA World Cup,Manchester,England,True,1966,Group 3
1966-07-16,England,Mexico,2.0,0.0,FIFA World Cup,London,England,False,1966,Group 1
1966-07-16,Italy,Russia,0.0,1.0,FIFA World Cup,Sunderland,England,True,1966,Group 4
1966-07-19,Argentina,Switzerland,2.0,0.0,FIFA World Cup,Sheffield,England,True,1966,Group 2
1966-07-19,Brazil,Portugal,1.0,3.0,FIFA World Cup,Liverpool,England,True,1966,Group 3
1966-07-19,Italy,North Korea,0.0,1.0,FIFA World Cup,Middlesbrough,England,True,1966,Group 4
1966-07-19,Mexico,Uruguay,0.0,0.0,FIFA World Cup,London,England,True,1966,Group 1
1966-07-20,Bulgaria,Hungary,1.0,3.0,FIFA World Cup,Manchester,England,True,1966,Group 3
1966-07-20,Chile,Russia,1.0,2.0,FIFA World Cup,Sunderland,England,True,1966,Group 4
1966-07-20,England,France,2.0,0.0,FIFA World Cup,London,England,False,1966,Group 1
1966-07-20,Germany,Spain,2.0,1.0,FIFA World Cup,Birmingham,England,True,1966,Group 2
1966-07-23,England,Argentina,1.0,0.0,FIFA World Cup,London,England,False,1966,Quarter-finals
1966-07-23,Germany,Uruguay,4.0,0.0,FIFA World Cup,Sheffield,England,True,1966,Quarter-finals
1966-07-23,Hungary,Russia,1.0,2.0,FIFA World Cup,Sunderland,England,True,1966,Quarter-finals
1966-07-23,North Korea,Portugal,3.0,5.0,FIFA World Cup,Liverpool,England,True,1966,Quarter-finals
1966-07-25,Germany,Russia,2.0,1.0,FIFA World Cup,Liverpool,England,True,1966,Semi-finals
1966-07-26,England,Portugal,2.0,1.0,FIFA World Cup,London,England,False,1966,Semi-finals
1966-07-28,Portugal,Russia,2.0,1.0,FIFA World Cup,London,England,True,1966,Match for third place
1966-07-30,England,Germany,4.0,2.0,FIFA World Cup,London,England,False,1966,Final
1970-05-31,Mexico,Russia,0.0,0.0,FIFA World Cup,Mexico City,Mexico,False,1970,Group 1
1970-06-02,Bulgaria,Peru,2.0,3.0,FIFA World Cup,León,Mexico,True,1970,Group 4
1970-06-02,England,Romania,1.0,0.0,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3
1970-06-02,Israel,Uruguay,0.0,2.0,FIFA World Cup,Puebla,Mexico,True,1970,Group 2
1970-06-03,Belgium,El Salvador,3.0,0.0,FIFA World Cup,Mexico City,Mexico,True,1970,Group 1
1970-06-03,Brazil,Czech Republic,4.0,1.0,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3
1970-06-03,Germany,Morocco,2.0,1.0,FIFA World Cup,León,Mexico,True,1970,Group 4
1970-06-03,Italy,Sweden,1.0,0.0,FIFA World Cup,Toluca,Mexico,True,1970,Group 2
1970-06-06,Belgium,Russia,1.0,4.0,FIFA World Cup,Mexico City,Mexico,True,1970,Group 1
1970-06-06,Czech Republic,Romania,1.0,2.0,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3
1970-06-06,Italy,Uruguay,0.0,0.0,FIFA World Cup,Puebla,Mexico,True,1970,Group 2
1970-06-06,Morocco,Peru,0.0,3.0,FIFA World Cup,León,Mexico,True,1970,Group 4
1970-06-07,Brazil,England,1.0,0.0,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3
1970-06-07,Bulgaria,Germany,2.0,5.0,FIFA World Cup,León,Mexico,True,1970,Group 4
1970-06-07,Israel,Sweden,1.0,1.0,FIFA World Cup,Toluca,Mexico,True,1970,Group 2
1970-06-07,Mexico,El Salvador,4.0,0.0,FIFA World Cup,Mexico City,Mexico,False,1970,Group 1
1970-06-10,Brazil,Romania,3.0,2.0,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3
1970-06-10,El Salvador,Russia,0.0,2.0,FIFA World Cup,Mexico City,Mexico,True,1970,Group 1
1970-06-10,Germany,Peru,3.0,1.0,FIFA World Cup,León,Mexico,True,1970,Group 4
1970-06-10,Sweden,Uruguay,1.0,0.0,FIFA World Cup,Puebla,Mexico,True,1970,Group 2
1970-06-11,Bulgaria,Morocco,1.0,1.0,FIFA World Cup,León,Mexico,True,1970,Group 4
1970-06-11,Czech Republic,England,0.0,1.0,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3
1970-06-11,Israel,Italy,0.0,0.0,FIFA World Cup,Toluca,Mexico,True,1970,Group 2
1970-06-11,Mexico,Belgium,1.0,0.0,FIFA World Cup,Mexico City,Mexico,False,1970,Group 1
1970-06-14,Brazil,Peru,4.0,2.0,FIFA World Cup,Guadalajara,Mexico,True,1970,Quarter-finals
1970-06-14,England,Germany,2.0,3.0,FIFA World Cup,León,Mexico,True,1970,Quarter-finals
1970-06-14,Mexico,Italy,1.0,4.0,FIFA World Cup,Toluca,Mexico,False,1970,Quarter-finals
1970-06-14,Russia,Uruguay,0.0,1.0,FIFA World Cup,Mexico City,Mexico,True,1970,Quarter-finals
1970-06-17,Brazil,Uruguay,3.0,1.0,FIFA World Cup,Guadalajara,Mexico,True,1970,Semi-finals
1970-06-17,Germany,Italy,3.0,4.0,FIFA World Cup,Mexico City,Mexico,True,1970,Semi-finals
1970-06-20,Germany,Uruguay,1.0,0.0,FIFA World Cup,Mexico City,Mexico,True,1970,Match for third place
1970-06-21,Brazil,Italy,4.0,1.0,FIFA World Cup,Mexico City,Mexico,True,1970,Final
1974-06-13,Brazil,Serbia,0.0,0.0,FIFA World Cup,Frankfurt am Main,Germany,True,1974,Group 2
1974-06-14,DR Congo,Scotland,0.0,2.0,FIFA World Cup,Dortmund,Germany,True,1974,Group 2
1974-06-14,German DR,Australia,2.0,0.0,FIFA World Cup,Hamburg,Germany,True,1974,Group 1
1974-06-14,Germany,Chile,1.0,0.0,FIFA World Cup,Berlin,Germany,False,1974,Group 1
1974-06-15,Italy,Haiti,3.0,1.0,FIFA World Cup,Munich,Germany,True,1974,Group 4
1974-06-15,Poland,Argentina,3.0,2.0,FIFA World Cup,Stuttgart,Germany,True,1974,Group 4
1974-06-15,Sweden,Bulgaria,0.0,0.0,FIFA World Cup,Düsseldorf,Germany,True,1974,Group 3
1974-06-15,Uruguay,Netherlands,0.0,2.0,FIFA World Cup,Hanover,Germany,True,1974,Group 3
1974-06-18,Chile,German DR,1.0,1.0,FIFA World Cup,Berlin,Germany,True,1974,Group 1
1974-06-18,Germany,Australia,3.0,0.0,FIFA World Cup,Hamburg,Germany,False,1974,Group 1
1974-06-18,Scotland,Brazil,0.0,0.0,FIFA World Cup,Frankfurt am Main,Germany,True,1974,Group 2
1974-06-18,Serbia,DR Congo,9.0,0.0,FIFA World Cup,Gelsenkirchen,Germany,True,1974,Group 2
1974-06-19,Argentina,Italy,1.0,1.0,FIFA World Cup,Stuttgart,Germany,True,1974,Group 4
1974-06-19,Bulgaria,Uruguay,1.0,1.0,FIFA World Cup,Hanover,Germany,True,1974,Group 3
1974-06-19,Haiti,Poland,0.0,7.0,FIFA World Cup,Munich,Germany,True,1974,Group 4
1974-06-19,Netherlands,Sweden,0.0,0.0,FIFA World Cup,Dortmund,Germany,True,1974,Group 3
1974-06-22,Australia,Chile,0.0,0.0,FIFA World Cup,Berlin,Germany,True,1974,Group 1
1974-06-22,DR Congo,Brazil,0.0,3.0,FIFA World Cup,Gelsenkirchen,Germany,True,1974,Group 2
1974-06-22,Germany,German DR,0.0,1.0,FIFA World Cup,Hamburg,Germany,False,1974,Group 1
1974-06-22,Scotland,Serbia,1.0,1.0,FIFA World Cup,Frankfurt am Main,Germany,True,1974,Group 2
1974-06-23,Argentina,Haiti,4.0,1.0,FIFA World Cup,Munich,Germany,True,1974,Group 4
1974-06-23,Bulgaria,Netherlands,1.0,4.0,FIFA World Cup,Dortmund,Germany,True,1974,Group 3
1974-06-23,Poland,Italy,2.0,1.0,FIFA World Cup,Stuttgart,Germany,True,1974,Group 4
1974-06-23,Sweden,Uruguay,3.0,0.0,FIFA World Cup,Düsseldorf,Germany,True,1974,Group 3
1974-06-26,Brazil,German DR,1.0,0.0,FIFA World Cup,Hanover,Germany,True,1974,Group A
1974-06-26,Germany,Serbia,2.0,0.0,FIFA World Cup,Düsseldorf,Germany,False,1974,Group B
1974-06-26,Netherlands,Argentina,4.0,0.0,FIFA World Cup,Gelsenkirchen,Germany,True,1974,Group A
