date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,stage,is_group_stage,host_continent,goal_difference,total_goals
1930-07-13,Belgium,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 4,True,South America,-3,3
1930-07-13,France,Mexico,4,1,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1,True,South America,3,5
1930-07-14,Brazil,Serbia,1,2,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 2,True,South America,-1,3
1930-07-14,Peru,Romania,1,3,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 3,True,South America,-2,4
1930-07-15,Argentina,France,1,0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1,True,South America,1,1
1930-07-16,Chile,Mexico,3,0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1,True,South America,3,3
1930-07-17,Bolivia,Serbia,0,4,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 2,True,South America,-4,4
1930-07-17,Paraguay,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 4,True,South America,-3,3
1930-07-18,Uruguay,Peru,1,0,FIFA World Cup,Montevideo,Uruguay,False,1930,Group 3,True,South America,1,1
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1,True,South America,3,9
1930-07-19,Chile,France,1,0,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1,True,South America,1,1
1930-07-20,Belgium,Paraguay,0,1,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 4,True,South America,-1,1
1930-07-20,Bolivia,Brazil,0,4,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 2,True,South America,-4,4
1930-07-21,Uruguay,Romania,4,0,FIFA World Cup,Montevideo,Uruguay,False,1930,Group 3,True,South America,4,4
1930-07-22,Argentina,Chile,3,1,FIFA World Cup,Montevideo,Uruguay,True,1930,Group 1,True,South America,2,4
1930-07-26,Argentina,United States,6,1,FIFA World Cup,Montevideo,Uruguay,True,1930,Semi-finals,False,South America,5,7
1930-07-27,Uruguay,Serbia,6,1,FIFA World Cup,Montevideo,Uruguay,False,1930,Semi-finals,False,South America,5,7
1930-07-30,Uruguay,Argentina,4,2,FIFA World Cup,Montevideo,Uruguay,False,1930,Final,False,South America,2,6
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,1934,Preliminary round,True,Europe,-1,5
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,1934,Preliminary round,True,Europe,1,5
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,1934,Preliminary round,True,Europe,-3,7
1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,1934,Preliminary round,True,Europe,-2,4
1934-05-27,Czech Republic,Romania,2,1,FIFA World Cup,Trieste,Italy,True,1934,Preliminary round,True,Europe,1,3
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,1934,Preliminary round,True,Europe,-2,6
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,1934,Preliminary round,True,Europe,6,8
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,1934,Preliminary round,True,Europe,-1,5
1934-05-31,Austria,Hungary,2,1,FIFA World Cup,Bologna,Italy,True,1934,Quarter-finals,False,Europe,1,3
1934-05-31,Czech Republic,Switzerland,3,2,FIFA World Cup,Turin,Italy,True,1934,Quarter-finals,False,Europe,1,5
1934-05-31,Germany,Sweden,2,1,FIFA World Cup,Milan,Italy,True,1934,Quarter-finals,False,Europe,1,3
1934-05-31,Italy,Spain,1,1,FIFA World Cup,Florence,Italy,False,1934,Quarter-finals,False,Europe,0,2
1934-06-01,Italy,Spain,1,0,FIFA World Cup,Florence,Italy,False,1934,Quarter-finals,False,Europe,1,1
1934-06-03,Czech Republic,Germany,3,1,FIFA World Cup,Rome,Italy,True,1934,Semi-finals,False,Europe,2,4
1934-06-03,Italy,Austria,1,0,FIFA World Cup,Milan,Italy,False,1934,Semi-finals,False,Europe,1,1
1934-06-07,Austria,Germany,2,3,FIFA World Cup,Naples,Italy,True,1934,Match for third place,False,Europe,-1,5
1934-06-10,Italy,Czech Republic,2,1,FIFA World Cup,Rome,Italy,False,1934,Final,False,Europe,1,3
1938-06-04,Germany,Switzerland,1,1,FIFA World Cup,Paris,France,True,1938,First round,True,Europe,0,2
1938-06-05,Brazil,Poland,6,5,FIFA World Cup,Strasbourg,France,True,1938,First round,True,Europe,1,11
1938-06-05,Cuba,Romania,3,3,FIFA World Cup,Toulouse,France,True,1938,First round,True,Europe,0,6
1938-06-05,Czech Republic,Netherlands,3,0,FIFA World Cup,Le Havre,France,True,1938,First round,True,Europe,3,3
1938-06-05,France,Belgium,3,1,FIFA World Cup,Colombes,France,False,1938,First round,True,Europe,2,4
1938-06-05,Hungary,Indonesia,6,0,FIFA World Cup,Reims,France,True,1938,First round,True,Europe,6,6
1938-06-05,Italy,Norway,2,1,FIFA World Cup,Marseille,France,True,1938,First round,True,Europe,1,3
1938-06-09,Cuba,Romania,2,1,FIFA World Cup,Toulouse,France,True,1938,First round,True,Europe,1,3
1938-06-09,Germany,Switzerland,2,4,FIFA World Cup,Paris,France,True,1938,First round,True,Europe,-2,6
1938-06-12,Brazil,Czech Republic,1,1,FIFA World Cup,Bordeaux,France,True,1938,Quarter-finals,False,Europe,0,2
1938-06-12,Cuba,Sweden,0,8,FIFA World Cup,Antibes,France,True,1938,Quarter-finals,False,Europe,-8,8
1938-06-12,France,Italy,1,3,FIFA World Cup,Colombes,France,False,1938,Quarter-finals,False,Europe,-2,4
1938-06-12,Hungary,Switzerland,2,0,FIFA World Cup,Lille,France,True,1938,Quarter-finals,False,Europe,2,2
1938-06-14,Brazil,Czech Republic,2,1,FIFA World Cup,Bordeaux,France,True,1938,Quarter-finals,False,Europe,1,3
1938-06-16,Brazil,Italy,1,2,FIFA World Cup,Marseille,France,True,1938,Semi-finals,False,Europe,-1,3
1938-06-16,Hungary,Sweden,5,1,FIFA World Cup,Paris,France,True,1938,Semi-finals,False,Europe,4,6
1938-06-19,Brazil,Sweden,4,2,FIFA World Cup,Bordeaux,France,True,1938,Match for third place,False,Europe,2,6
1938-06-19,Hungary,Italy,2,4,FIFA World Cup,Colombes,France,True,1938,Final,False,Europe,-2,6
1950-06-24,Brazil,Mexico,4,0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950,Group 1,True,South America,4,4
1950-06-25,Chile,England,0,2,FIFA World Cup,Rio de Janeiro,Brazil,True,1950,Group 2,True,South America,-2,2
1950-06-25,Italy,Sweden,2,3,FIFA World Cup,São Paulo,Brazil,True,1950,Group 3,True,South America,-1,5
1950-06-25,Spain,United States,3,1,FIFA World Cup,Curitiba,Brazil,True,1950,Group 2,True,South America,2,4
1950-06-25,Switzerland,Serbia,0,3,FIFA World Cup,Belo Horizonte,Brazil,True,1950,Group 1,True,South America,-3,3
1950-06-28,Brazil,Switzerland,2,2,FIFA World Cup,São Paulo,Brazil,False,1950,Group 1,True,South America,0,4
1950-06-28,Mexico,Serbia,1,4,FIFA World Cup,Porto Alegre,Brazil,True,1950,Group 1,True,South America,-3,5
1950-06-29,Chile,Spain,0,2,FIFA World Cup,Rio de Janeiro,Brazil,True,1950,Group 2,True,South America,-2,2
1950-06-29,England,United States,0,1,FIFA World Cup,Belo Horizonte,Brazil,True,1950,Group 2,True,South America,-1,1
1950-06-29,Paraguay,Sweden,2,2,FIFA World Cup,Curitiba,Brazil,True,1950,Group 3,True,South America,0,4
1950-07-01,Brazil,Serbia,2,0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950,Group 1,True,South America,2,2
1950-07-02,Bolivia,Uruguay,0,8,FIFA World Cup,Belo Horizonte,Brazil,True,1950,Group 4,True,South America,-8,8
1950-07-02,Chile,United States,5,2,FIFA World Cup,Recife,Brazil,True,1950,Group 2,True,South America,3,7
1950-07-02,England,Spain,0,1,FIFA World Cup,Rio de Janeiro,Brazil,True,1950,Group 2,True,South America,-1,1
1950-07-02,Italy,Paraguay,2,0,FIFA World Cup,São Paulo,Brazil,True,1950,Group 3,True,South America,2,2
1950-07-02,Mexico,Switzerland,1,2,FIFA World Cup,Porto Alegre,Brazil,True,1950,Group 1,True,South America,-1,3
1950-07-09,Brazil,Sweden,7,1,FIFA World Cup,Rio de Janeiro,Brazil,False,1950,Group 6,True,South America,6,8
1950-07-09,Spain,Uruguay,2,2,FIFA World Cup,São Paulo,Brazil,True,1950,Group 6,True,South America,0,4
1950-07-13,Brazil,Spain,6,1,FIFA World Cup,Rio de Janeiro,Brazil,False,1950,Group 6,True,South America,5,7
1950-07-13,Sweden,Uruguay,2,3,FIFA World Cup,São Paulo,Brazil,True,1950,Group 6,True,South America,-1,5
1950-07-16,Brazil,Uruguay,1,2,FIFA World Cup,Rio de Janeiro,Brazil,False,1950,Group 6,True,South America,-1,3
1950-07-16,Spain,Sweden,1,3,FIFA World Cup,São Paulo,Brazil,True,1950,Group 6,True,South America,-2,4
1954-06-16,Austria,Scotland,1,0,FIFA World Cup,Zürich,Switzerland,True,1954,Group 3,True,Europe,1,1
1954-06-16,Brazil,Mexico,5,0,FIFA World Cup,Geneva,Switzerland,True,1954,Group 1,True,Europe,5,5
1954-06-16,Czech Republic,Uruguay,0,2,FIFA World Cup,Bern,Switzerland,True,1954,Group 3,True,Europe,-2,2
1954-06-16,France,Serbia,0,1,FIFA World Cup,Lausanne,Switzerland,True,1954,Group 1,True,Europe,-1,1
1954-06-17,Belgium,England,4,4,FIFA World Cup,Basel,Switzerland,True,1954,Group 4,True,Europe,0,8
1954-06-17,Germany,Turkey,4,1,FIFA World Cup,Bern,Switzerland,True,1954,Group 2,True,Europe,3,5
1954-06-17,Hungary,South Korea,9,0,FIFA World Cup,Zürich,Switzerland,True,1954,Group 2,True,Europe,9,9
1954-06-17,Switzerland,Italy,2,1,FIFA World Cup,Lausanne,Switzerland,False,1954,Group 4,True,Europe,1,3
1954-06-19,Austria,Czech Republic,5,0,FIFA World Cup,Zürich,Switzerland,True,1954,Group 3,True,Europe,5,5
1954-06-19,Brazil,Serbia,1,1,FIFA World Cup,Lausanne,Switzerland,True,1954,Group 1,True,Europe,0,2
1954-06-19,France,Mexico,3,2,FIFA World Cup,Geneva,Switzerland,True,1954,Group 1,True,Europe,1,5
1954-06-19,Scotland,Uruguay,0,7,FIFA World Cup,Basel,Switzerland,True,1954,Group 3,True,Europe,-7,7
1954-06-20,Belgium,Italy,1,4,FIFA World Cup,Lugano,Switzerland,True,1954,Group 4,True,Europe,-3,5
1954-06-20,Germany,Hungary,3,8,FIFA World Cup,Basel,Switzerland,True,1954,Group 2,True,Europe,-5,11
1954-06-20,South Korea,Turkey,0,7,FIFA World Cup,Geneva,Switzerland,True,1954,Group 2,True,Europe,-7,7
1954-06-20,Switzerland,England,0,2,FIFA World Cup,Bern,Switzerland,False,1954,Group 4,True,Europe,-2,2
1954-06-23,Germany,Turkey,7,2,FIFA World Cup,Zürich,Switzerland,True,1954,Group 2,True,Europe,5,9
1954-06-23,Switzerland,Italy,4,1,FIFA World Cup,Basel,Switzerland,False,1954,Group 4,True,Europe,3,5
1954-06-26,England,Uruguay,2,4,FIFA World Cup,Basel,Switzerland,True,1954,Quarter-finals,False,Europe,-2,6
1954-06-26,Switzerland,Austria,5,7,FIFA World Cup,Lausanne,Switzerland,False,1954,Quarter-finals,False,Europe,-2,12
1954-06-27,Brazil,Hungary,2,4,FIFA World Cup,Bern,Switzerland,True,1954,Quarter-finals,False,Europe,-2,6
1954-06-27,Germany,Serbia,2,0,FIFA World Cup,Geneva,Switzerland,True,1954,Quarter-finals,False,Europe,2,2
1954-06-30,Austria,Germany,1,6,FIFA World Cup,Basel,Switzerland,True,1954,Semi-finals,False,Europe,-5,7
1954-06-30,Hungary,Uruguay,4,2,FIFA World Cup,Lausanne,Switzerland,True,1954,Semi-finals,False,Europe,2,6
1954-07-03,Austria,Uruguay,3,1,FIFA World Cup,Zürich,Switzerland,True,1954,Match for third place,False,Europe,2,4
1954-07-04,Germany,Hungary,3,2,FIFA World Cup,Bern,Switzerland,True,1954,Final,False,Europe,1,5
1958-06-08,Argentina,Germany,1,3,FIFA World Cup,Malmö,Sweden,True,1958,Group 1,True,Europe,-2,4
1958-06-08,Austria,Brazil,0,3,FIFA World Cup,Uddevalla,Sweden,True,1958,Group 4,True,Europe,-3,3
1958-06-08,Czech Republic,Northern Ireland,0,1,FIFA World Cup,Halmstad,Sweden,True,1958,Group 1,True,Europe,-1,1
1958-06-08,England,Russia,2,2,FIFA World Cup,Gothenburg,Sweden,True,1958,Group 4,True,Europe,0,4
1958-06-08,France,Paraguay,7,3,FIFA World Cup,Norrköping,Sweden,True,1958,Group 2,True,Europe,4,10
1958-06-08,Hungary,Wales,1,1,FIFA World Cup,Sandviken,Sweden,True,1958,Group 3,True,Europe,0,2
1958-06-08,Scotland,Serbia,1,1,FIFA World Cup,Västerås,Sweden,True,1958,Group 2,True,Europe,0,2
1958-06-08,Sweden,Mexico,3,0,FIFA World Cup,Solna,Sweden,False,1958,Group 3,True,Europe,3,3
1958-06-11,Argentina,Northern Ireland,3,1,FIFA World Cup,Halmstad,Sweden,True,1958,Group 1,True,Europe,2,4
1958-06-11,Austria,Russia,0,2,FIFA World Cup,Borås,Sweden,True,1958,Group 4,True,Europe,-2,2
1958-06-11,Brazil,England,0,0,FIFA World Cup,Gothenburg,Sweden,True,1958,Group 4,True,Europe,0,0
1958-06-11,Czech Republic,Germany,2,2,FIFA World Cup,Helsingborg,Sweden,True,1958,Group 1,True,Europe,0,4
1958-06-11,France,Serbia,2,3,FIFA World Cup,Västerås,Sweden,True,1958,Group 2,True,Europe,-1,5
1958-06-11,Mexico,Wales,1,1,FIFA World Cup,Solna,Sweden,True,1958,Group 3,True,Europe,0,2
1958-06-11,Paraguay,Scotland,3,2,FIFA World Cup,Norrköping,Sweden,True,1958,Group 2,True,Europe,1,5
1958-06-12,Sweden,Hungary,2,1,FIFA World Cup,Solna,Sweden,False,1958,Group 3,True,Europe,1,3
1958-06-15,Argentina,Czech Republic,1,6,FIFA World Cup,Helsingborg,Sweden,True,1958,Group 1,True,Europe,-5,7
1958-06-15,Austria,England,2,2,FIFA World Cup,Borås,Sweden,True,1958,Group 4,True,Europe,0,4
1958-06-15,Brazil,Russia,2,0,FIFA World Cup,Gothenburg,Sweden,True,1958,Group 4,True,Europe,2,2
1958-06-15,France,Scotland,2,1,FIFA World Cup,Örebro,Sweden,True,1958,Group 2,True,Europe,1,3
1958-06-15,Germany,Northern Ireland,2,2,FIFA World Cup,Malmö,Sweden,True,1958,Group 1,True,Europe,0,4
1958-06-15,Hungary,Mexico,4,0,FIFA World Cup,Sandviken,Sweden,True,1958,Group 3,True,Europe,4,4
1958-06-15,Paraguay,Serbia,3,3,FIFA World Cup,Eskilstuna,Sweden,True,1958,Group 2,True,Europe,0,6
1958-06-15,Sweden,Wales,0,0,FIFA World Cup,Solna,Sweden,False,1958,Group 3,True,Europe,0,0
1958-06-17,Czech Republic,Northern Ireland,1,2,FIFA World Cup,Malmö,Sweden,True,1958,Group 1,True,Europe,-1,3
1958-06-17,England,Russia,0,1,FIFA World Cup,Gothenburg,Sweden,True,1958,Group 4,True,Europe,-1,1
1958-06-17,Hungary,Wales,1,2,FIFA World Cup,Solna,Sweden,True,1958,Group 3,True,Europe,-1,3
1958-06-19,Brazil,Wales,1,0,FIFA World Cup,Gothenburg,Sweden,True,1958,Quarter-finals,False,Europe,1,1
1958-06-19,France,Northern Ireland,4,0,FIFA World Cup,Norrköping,Sweden,True,1958,Quarter-finals,False,Europe,4,4
1958-06-19,Germany,Serbia,1,0,FIFA World Cup,Malmö,Sweden,True,1958,Quarter-finals,False,Europe,1,1
1958-06-19,Sweden,Russia,2,0,FIFA World Cup,Solna,Sweden,False,1958,Quarter-finals,False,Europe,2,2
1958-06-24,Brazil,France,5,2,FIFA World Cup,Solna,Sweden,True,1958,Semi-finals,False,Europe,3,7
1958-06-24,Sweden,Germany,3,1,FIFA World Cup,Gothenburg,Sweden,False,1958,Semi-finals,False,Europe,2,4
1958-06-28,France,Germany,6,3,FIFA World Cup,Gothenburg,Sweden,True,1958,Match for third place,False,Europe,3,9
1958-06-29,Sweden,Brazil,2,5,FIFA World Cup,Solna,Sweden,False,1958,Final,False,Europe,-3,7
1962-05-30,Argentina,Bulgaria,1,0,FIFA World Cup,Rancagua,Chile,True,1962,Group 4,True,South America,1,1
1962-05-30,Brazil,Mexico,2,0,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3,True,South America,2,2
1962-05-30,Chile,Switzerland,3,1,FIFA World Cup,Santiago,Chile,False,1962,Group 2,True,South America,2,4
1962-05-30,Colombia,Uruguay,1,2,FIFA World Cup,Arica,Chile,True,1962,Group 1,True,South America,-1,3
1962-05-31,Czech Republic,Spain,1,0,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3,True,South America,1,1
1962-05-31,England,Hungary,1,2,FIFA World Cup,Rancagua,Chile,True,1962,Group 4,True,South America,-1,3
1962-05-31,Germany,Italy,0,0,FIFA World Cup,Santiago,Chile,True,1962,Group 2,True,South America,0,0
1962-05-31,Russia,Serbia,2,0,FIFA World Cup,Arica,Chile,True,1962,Group 1,True,South America,2,2
1962-06-02,Argentina,England,1,3,FIFA World Cup,Rancagua,Chile,True,1962,Group 4,True,South America,-2,4
1962-06-02,Brazil,Czech Republic,0,0,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3,True,South America,0,0
1962-06-02,Chile,Italy,2,0,FIFA World Cup,Santiago,Chile,False,1962,Group 2,True,South America,2,2
1962-06-02,Uruguay,Serbia,1,3,FIFA World Cup,Arica,Chile,True,1962,Group 1,True,South America,-2,4
1962-06-03,Bulgaria,Hungary,1,6,FIFA World Cup,Rancagua,Chile,True,1962,Group 4,True,South America,-5,7
1962-06-03,Colombia,Russia,4,4,FIFA World Cup,Arica,Chile,True,1962,Group 1,True,South America,0,8
1962-06-03,Germany,Switzerland,2,1,FIFA World Cup,Santiago,Chile,True,1962,Group 2,True,South America,1,3
1962-06-03,Mexico,Spain,0,1,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3,True,South America,-1,1
1962-06-06,Argentina,Hungary,0,0,FIFA World Cup,Rancagua,Chile,True,1962,Group 4,True,South America,0,0
1962-06-06,Brazil,Spain,2,1,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3,True,South America,1,3
1962-06-06,Chile,Germany,0,2,FIFA World Cup,Santiago,Chile,False,1962,Group 2,True,South America,-2,2
1962-06-06,Russia,Uruguay,2,1,FIFA World Cup,Arica,Chile,True,1962,Group 1,True,South America,1,3
1962-06-07,Bulgaria,England,0,0,FIFA World Cup,Rancagua,Chile,True,1962,Group 4,True,South America,0,0
1962-06-07,Colombia,Serbia,0,5,FIFA World Cup,Arica,Chile,True,1962,Group 1,True,South America,-5,5
1962-06-07,Czech Republic,Mexico,1,3,FIFA World Cup,Viña del Mar,Chile,True,1962,Group 3,True,South America,-2,4
1962-06-07,Italy,Switzerland,3,0,FIFA World Cup,Santiago,Chile,True,1962,Group 2,True,South America,3,3
1962-06-10,Brazil,England,3,1,FIFA World Cup,Viña del Mar,Chile,True,1962,Quarter-finals,False,South America,2,4
1962-06-10,Chile,Russia,2,1,FIFA World Cup,Arica,Chile,False,1962,Quarter-finals,False,South America,1,3
1962-06-10,Czech Republic,Hungary,1,0,FIFA World Cup,Rancagua,Chile,True,1962,Quarter-finals,False,South America,1,1
1962-06-10,Germany,Serbia,0,1,FIFA World Cup,Santiago,Chile,True,1962,Quarter-finals,False,South America,-1,1
1962-06-13,Chile,Brazil,2,4,FIFA World Cup,Santiago,Chile,False,1962,Semi-finals,False,South America,-2,6
1962-06-13,Czech Republic,Serbia,3,1,FIFA World Cup,Viña del Mar,Chile,True,1962,Semi-finals,False,South America,2,4
1962-06-16,Chile,Serbia,1,0,FIFA World Cup,Santiago,Chile,False,1962,Match for third place,False,South America,1,1
1962-06-17,Brazil,Czech Republic,3,1,FIFA World Cup,Santiago,Chile,True,1962,Final,False,South America,2,4
1966-07-11,England,Uruguay,0,0,FIFA World Cup,London,England,False,1966,Group 1,True,Europe,0,0
1966-07-12,Brazil,Bulgaria,2,0,FIFA World Cup,Liverpool,England,True,1966,Group 3,True,Europe,2,2
1966-07-12,Germany,Switzerland,5,0,FIFA World Cup,Sheffield,England,True,1966,Group 2,True,Europe,5,5
1966-07-12,North Korea,Russia,0,3,FIFA World Cup,Middlesbrough,England,True,1966,Group 4,True,Europe,-3,3
1966-07-13,Argentina,Spain,2,1,FIFA World Cup,Birmingham,England,True,1966,Group 2,True,Europe,1,3
1966-07-13,Chile,Italy,0,2,FIFA World Cup,Sunderland,England,True,1966,Group 4,True,Europe,-2,2
1966-07-13,France,Mexico,1,1,FIFA World Cup,London,England,True,1966,Group 1,True,Europe,0,2
1966-07-13,Hungary,Portugal,1,3,FIFA World Cup,Manchester,England,True,1966,Group 3,True,Europe,-2,4
1966-07-15,Brazil,Hungary,1,3,FIFA World Cup,Liverpool,England,True,1966,Group 3,True,Europe,-2,4
1966-07-15,Chile,North Korea,1,1,FIFA World Cup,Middlesbrough,England,True,1966,Group 4,True,Europe,0,2
1966-07-15,France,Uruguay,1,2,FIFA World Cup,London,England,True,1966,Group 1,True,Europe,-1,3
1966-07-15,Spain,Switzerland,2,1,FIFA World Cup,Sheffield,England,True,1966,Group 2,True,Europe,1,3
1966-07-16,Argentina,Germany,0,0,FIFA World Cup,Birmingham,England,True,1966,Group 2,True,Europe,0,0
1966-07-16,Bulgaria,Portugal,0,3,FIFA World Cup,Manchester,England,True,1966,Group 3,True,Europe,-3,3
1966-07-16,England,Mexico,2,0,FIFA World Cup,London,England,False,1966,Group 1,True,Europe,2,2
1966-07-16,Italy,Russia,0,1,FIFA World Cup,Sunderland,England,True,1966,Group 4,True,Europe,-1,1
1966-07-19,Argentina,Switzerland,2,0,FIFA World Cup,Sheffield,England,True,1966,Group 2,True,Europe,2,2
1966-07-19,Brazil,Portugal,1,3,FIFA World Cup,Liverpool,England,True,1966,Group 3,True,Europe,-2,4
1966-07-19,Italy,North Korea,0,1,FIFA World Cup,Middlesbrough,England,True,1966,Group 4,True,Europe,-1,1
1966-07-19,Mexico,Uruguay,0,0,FIFA World Cup,London,England,True,1966,Group 1,True,Europe,0,0
1966-07-20,Bulgaria,Hungary,1,3,FIFA World Cup,Manchester,England,True,1966,Group 3,True,Europe,-2,4
1966-07-20,Chile,Russia,1,2,FIFA World Cup,Sunderland,England,True,1966,Group 4,True,Europe,-1,3
1966-07-20,England,France,2,0,FIFA World Cup,London,England,False,1966,Group 1,True,Europe,2,2
1966-07-20,Germany,Spain,2,1,FIFA World Cup,Birmingham,England,True,1966,Group 2,True,Europe,1,3
1966-07-23,England,Argentina,1,0,FIFA World Cup,London,England,False,1966,Quarter-finals,False,Europe,1,1
1966-07-23,Germany,Uruguay,4,0,FIFA World Cup,Sheffield,England,True,1966,Quarter-finals,False,Europe,4,4
1966-07-23,Hungary,Russia,1,2,FIFA World Cup,Sunderland,England,True,1966,Quarter-finals,False,Europe,-1,3
1966-07-23,North Korea,Portugal,3,5,FIFA World Cup,Liverpool,England,True,1966,Quarter-finals,False,Europe,-2,8
1966-07-25,Germany,Russia,2,1,FIFA World Cup,Liverpool,England,True,1966,Semi-finals,False,Europe,1,3
1966-07-26,England,Portugal,2,1,FIFA World Cup,London,England,False,1966,Semi-finals,False,Europe,1,3
1966-07-28,Portugal,Russia,2,1,FIFA World Cup,London,England,True,1966,Match for third place,False,Europe,1,3
1966-07-30,England,Germany,4,2,FIFA World Cup,London,England,False,1966,Final,False,Europe,2,6
1970-05-31,Mexico,Russia,0,0,FIFA World Cup,Mexico City,Mexico,False,1970,Group 1,True,North America,0,0
1970-06-02,Bulgaria,Peru,2,3,FIFA World Cup,León,Mexico,True,1970,Group 4,True,North America,-1,5
1970-06-02,England,Romania,1,0,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3,True,North America,1,1
1970-06-02,Israel,Uruguay,0,2,FIFA World Cup,Puebla,Mexico,True,1970,Group 2,True,North America,-2,2
1970-06-03,Belgium,El Salvador,3,0,FIFA World Cup,Mexico City,Mexico,True,1970,Group 1,True,North America,3,3
1970-06-03,Brazil,Czech Republic,4,1,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3,True,North America,3,5
1970-06-03,Germany,Morocco,2,1,FIFA World Cup,León,Mexico,True,1970,Group 4,True,North America,1,3
1970-06-03,Italy,Sweden,1,0,FIFA World Cup,Toluca,Mexico,True,1970,Group 2,True,North America,1,1
1970-06-06,Belgium,Russia,1,4,FIFA World Cup,Mexico City,Mexico,True,1970,Group 1,True,North America,-3,5
1970-06-06,Czech Republic,Romania,1,2,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3,True,North America,-1,3
1970-06-06,Italy,Uruguay,0,0,FIFA World Cup,Puebla,Mexico,True,1970,Group 2,True,North America,0,0
1970-06-06,Morocco,Peru,0,3,FIFA World Cup,León,Mexico,True,1970,Group 4,True,North America,-3,3
1970-06-07,Brazil,England,1,0,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3,True,North America,1,1
1970-06-07,Bulgaria,Germany,2,5,FIFA World Cup,León,Mexico,True,1970,Group 4,True,North America,-3,7
1970-06-07,Israel,Sweden,1,1,FIFA World Cup,Toluca,Mexico,True,1970,Group 2,True,North America,0,2
1970-06-07,Mexico,El Salvador,4,0,FIFA World Cup,Mexico City,Mexico,False,1970,Group 1,True,North America,4,4
1970-06-10,Brazil,Romania,3,2,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3,True,North America,1,5
1970-06-10,El Salvador,Russia,0,2,FIFA World Cup,Mexico City,Mexico,True,1970,Group 1,True,North America,-2,2
1970-06-10,Germany,Peru,3,1,FIFA World Cup,León,Mexico,True,1970,Group 4,True,North America,2,4
1970-06-10,Sweden,Uruguay,1,0,FIFA World Cup,Puebla,Mexico,True,1970,Group 2,True,North America,1,1
1970-06-11,Bulgaria,Morocco,1,1,FIFA World Cup,León,Mexico,True,1970,Group 4,True,North America,0,2
1970-06-11,Czech Republic,England,0,1,FIFA World Cup,Guadalajara,Mexico,True,1970,Group 3,True,North America,-1,1
1970-06-11,Israel,Italy,0,0,FIFA World Cup,Toluca,Mexico,True,1970,Group 2,True,North America,0,0
1970-06-11,Mexico,Belgium,1,0,FIFA World Cup,Mexico City,Mexico,False,1970,Group 1,True,North America,1,1
1970-06-14,Brazil,Peru,4,2,FIFA World Cup,Guadalajara,Mexico,True,1970,Quarter-finals,False,North America,2,6
1970-06-14,England,Germany,2,3,FIFA World Cup,León,Mexico,True,1970,Quarter-finals,False,North America,-1,5
1970-06-14,Mexico,Italy,1,4,FIFA World Cup,Toluca,Mexico,False,1970,Quarter-finals,False,North America,-3,5
1970-06-14,Russia,Uruguay,0,1,FIFA World Cup,Mexico City,Mexico,True,1970,Quarter-finals,False,North America,-1,1
1970-06-17,Brazil,Uruguay,3,1,FIFA World Cup,Guadalajara,Mexico,True,1970,Semi-finals,False,North America,2,4
1970-06-17,Germany,Italy,3,4,FIFA World Cup,Mexico City,Mexico,True,1970,Semi-finals,False,North America,-1,7
1970-06-20,Germany,Uruguay,1,0,FIFA World Cup,Mexico City,Mexico,True,1970,Match for third place,False,North America,1,1
1970-06-21,Brazil,Italy,4,1,FIFA World Cup,Mexico City,Mexico,True,1970,Final,False,North America,3,5
1974-06-13,Brazil,Serbia,0,0,FIFA World Cup,Frankfurt am Main,Germany,True,1974,Group 2,True,Europe,0,0
